Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
National Institute of Technology Patna,"Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,5314,5641
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,10551,12429
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),17410,19773
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9498,10868
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15890,16820
National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,13044,13249
National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Female-only (including Supernumerary),20225,20225
National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,10176,10506
National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Female-only (including Supernumerary),19920,19920
National Institute of Technology Patna,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,9933,12229
National Institute of Technology Patna,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),17402,17402
National Institute of Technology Patna,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6354,8297
National Institute of Technology Patna,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15141,15141
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,62261,74465
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),83105,83105
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11277,13088
National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,17002,20214
National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),18472,22808
National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3517,5689
National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),6144,6144
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,33964,40202
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),47439,51193
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7803,10354
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),9882,9882
National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,23643,28316
National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),40490,40758
National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5830,7744
National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),6883,6883
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,40867,50765
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),67588,68124
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10696,11719
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15408,15408
National Institute of Technology Raipur,"Architecture  (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Gender-Neutral,1664,1986
National Institute of Technology Raipur,"Architecture  (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Female-only (including Supernumerary),1615,1615
National Institute of Technology Raipur,"Architecture  (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,492,575
National Institute of Technology Raipur,"Architecture  (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Female-only (including Supernumerary),360,360
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,32281,34382
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),42802,42827
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,14127,15796
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15316,16002
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,27300,32886
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),39905,40955
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,13200,14749
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16388,17484
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,19518,24694
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),26078,35379
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10059,12065
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16982,17352
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,20435,27107
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),29642,35282
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,12038,13594
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),18354,18558
National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5565,7995
National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),11701,18437
National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3382,3917
National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),5146,6019
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,15450,18589
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),21791,22028
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6249,7963
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),9606,12570
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,10520,15217
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),17614,20795
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,4972,5838
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),9033,9282
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,8564,11138
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),19890,21020
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,4208,4816
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),6845,8118
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,17598,20424
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),23619,29463
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,8569,10460
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13672,16700
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,23268,32219
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),37602,41044
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,13841,14768
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),18189,19523
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,24885,31783
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),35384,44835
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,13797,15137
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),19178,19779
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,141737,200817
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),218072,218072
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7130,8495
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),11259,11259
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,343631,423271
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),363909,363909
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,14510,15216
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),21019,21019
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,59435,86556
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),193498,193498
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6627,8178
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),10642,10642
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,213608,253226
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),570619,570619
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,12203,12459
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),17835,17835
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,186892,219644
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),322677,322677
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9997,10941
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),17814,17814
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,261339,382115
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,12464,13137
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),19825,19825
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,96720,96720
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,15168,15861
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),20366,20366
National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,35104,35104
National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,8646,9874
National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),10950,10950
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,62539,62539
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11338,13259
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,59209,59209
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10130,10876
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16948,16948
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,66568,66568
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,13961,14507
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),20637,20637
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,13516,15169
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),24501,26561
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10769,12062
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16603,18670
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3455,4891
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),6335,6780
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,1575,2496
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),6089,6667
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6433,6948
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),12380,13038
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5431,6108
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),9051,11865
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4953,5980
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),9790,10349
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2993,4221
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),6747,7368
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,7399,8502
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),14000,14000
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5138,5242
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),11433,11433
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,8953,11368
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),16453,16830
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6957,8514
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),14718,16340
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,15130,17197
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),19506,22381
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,12376,13687
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16067,19120
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,15151,16355
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),21316,22867
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10792,12998
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),19374,19600
"National Institute of Technology, Kurukshetra","Architecture and Planning (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Gender-Neutral,963,2519
"National Institute of Technology, Kurukshetra","Architecture and Planning (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Female-only (including Supernumerary),1059,1059
"National Institute of Technology, Kurukshetra","Architecture and Planning (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,412,566
"National Institute of Technology, Kurukshetra","Architecture and Planning (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Female-only (including Supernumerary),502,502
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2947,5111
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),7848,8839
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2477,2971
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),5515,5515
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3420,5493
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),6250,7100
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2495,2973
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),3899,4733
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,11866,14374
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),17405,19232
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7955,10214
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15362,15880
"National Institute of Technology, Kurukshetra","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,15278,15278
"National Institute of Technology, Kurukshetra","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,11720,11737
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,1847,3037
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),3498,4661
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,1238,2059
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),3441,4113
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,5393,5393
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Female-only (including Supernumerary),8395,8395
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,2427,2427
"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6048,8542
"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),10515,12756
"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,4583,5447
"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),8673,9787
"National Institute of Technology, Kurukshetra","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,10116,10116
"National Institute of Technology, Kurukshetra","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,3913,5599
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5264,7063
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),9398,11009
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3506,3795
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),6632,7735
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,7672,7672
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,2812,4080
"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,8458,11887
"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),17224,17224
"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,4702,6227
"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),9194,9194
"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3245,4229
"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),6439,7064
"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2065,2557
